ID,Category,Object Name,Common Name,Producer,Date Produced,Collector,Place Collected,Date Collected,Culture,Materials,Measurements,Description,Image ref.
FA207314,Fine Art,Etching,,Valois,1774-1778,,,,English; British,Ink on paper,Support: 150 mm x 95 mm,"This is a paper black and white etching of Anthony de Rosa and Emanuel de Rosa murdering William Fargues in a street at night, near the Barking Dogs Tavern in Hoxton, William Fargues hat lies on the ground at his feet. When William Fargues denied he had any money, Anthony and Emanuel de Rosa beat and stabbed him to death. On 26 December a gang member turned ‘King’s evidence’ (acting as an informant) and made a full confession. Anthony de Rosa was arrested carrying the murder weapon. He was convicted and hanged at Tyburn on 23 March 1752, aged 28. The etching was engraved by Valois and was engraved for The Newgate Calendar, 1774-1778.",dmas_fa207314_d01_cc1024.jpg
FA207606,Fine Art,Coloured Lithograph,,Frederick Earp,25 May 1846,,,,British,Paper,Whole 177mm x 266mm,"This coloured print shows the village of Poynings from Devil's Dyke, to the north of Brighton. A family can be seen standing admiring the view.",dmas_fa207606_d01_cc1024.jpg
FA208892,Fine Art,Print,,,8 November 1784,Kenneth Baker,,,,,Whole: 316 mm x 450 mm,Prince George seated at a table with two Jewish moneylenders.,dmas_fa208892_d01_cc1024.jpg
FA208893,Fine Art,Print,,Dent,31 May 1784,Kenneth Baker,,,,,Whole: 255 mm x 348 mm,The Gamester Bes-t or a New Way to Win More Money,dmas_fa208893_d01_cc1024.jpg
FA208894,Fine Art,Print,,Unrecorded,22 January 1784,Kenneth Baker,,,,,Whole: 380 mm x 449 mm,Satan Harangueing his Troops previous to Action Vide Paradise,dmas_fa208894_d01_cc1024.jpg
FA208895,Fine Art,Print,,Dent,March 1784,Kenneth Baker,,,,,Whole: 254 mm x 349 mm,"Lord North holds the infant William Pitt as Charles James Fox, Thurlow, Edmund Burke, Earl of Shelburne, Richmond and Duke of Portland dance around the regal maypole.",dmas_fa208895_d01_cc1024.jpg
FA208897,Fine Art,Print,,G T Stubbs,23 March 1786,Kenneth Baker,,,,,Whole: 255 mm x 364 mm,Charles James Fox is depicted urging George IV towards Queen Caroline.,dmas_fa208897_d01_cc1024.jpg
FA208900,Fine Art,Print,,,21 March 1786,Kenneth Baker,,,,,Whole: 265 mm x 359 mm,George Hangar dressed in a Prussian uniform plays the fiddle whilst George IV and Caroline dance towards the bedchamber.,dmas_fa208900_d01_cc1024.jpg
FA208902,Fine Art,Print,,G Townly Stubbs,1786 May 31,Kenneth Baker,,,,,Whole: 360 mm x 494 mm,"George IV depicted as a cock that has lost its tail feathers. Louis Weltje, George's cook draws the barrow full of the feathers assisted by George Hangar, friend of George IV. Fores, the publisher's shop is shown in the background.",dmas_fa208902_d01_cc1024.jpg
FA208903,Fine Art,Print,,Kingsbury,17 April 1787,Kenneth Baker,,,,,Whole: 285 mm x 200 mm,Prince of Wales in striped splendour reflecting the picture of a zebra hanging on the wall behind him.,dmas_fa208903_d01_cc1024.jpg
FA208905,Fine Art,Print,,James Gillray,2 June 1787,Kenneth Baker,,,,,Whole: 135 mm x 198 mm,"Two Treasury Secreatries hand over money to the Prince of Wales, William Pitt is kneeling behind the Prince and Charles James Fox to right.",dmas_fa208905_d01_cc1024.jpg
FA208906,Fine Art,Print,,J Sayers,3 March 1788,Kenneth Baker,,,,,Whole: 296 mm x 214 mm,"Rear view of a man on a horse, ""Prince of Wales"" in pencil written on top.",dmas_fa208906_d01_cc1024.jpg
FA208907,Fine Art,Print,,Rowlandson,29 December 1788,Kenneth Baker,,,,,Whole: 408 mm x 510 mm,The Prince and Britannia to either side of steps. Liberty and Justice are transformed into Richard Brinsley Sheridan and Charles James Fox.,dmas_fa208907_d01_cc1024.jpg
FA208910,Fine Art,Print,,J Sayers,11 March 1789,Kenneth Baker,,,,,Whole: 340 mm x 380 mm,"Group of men round a table, plate of potatoes ""from Leinster"" in middle of table. Two dogs in foreground.",dmas_fa208910_d01_cc1024.jpg
FA208911,Fine Art,Print,,James Gillray,29 April 1789,Kenneth Baker,,,,,Whole: 225 mm x 715 mm,"The funeral procession includes Charles James Fox, Richard Brinsley Sheridan and Louis Weltje.",dmas_fa208911_d01_cc1024.jpg
FA208914,Fine Art,Print,,Isaac Cruikshank,1791,Kenneth Baker,,,,,Whole: 262 mm x 400 mm,Woman in centre being fitted with a corset. Seated woman to left having a shoe fitted which is too small.,dmas_fa208914_d01_cc1024.jpg
FA208916,Fine Art,Print,,Isaac Cruikshank,16 March 1792,Kenneth Baker,,,,,Whole: 278 mm x 416 mm,"George IV being ridden at Newmarket races by Samuel Chiffney, champion jockey.",dmas_fa208916_d01_cc1024.jpg
FA208917,Fine Art,Print,,James Gillray,12 July 1792,Kenneth Baker,,,,,Whole: 351 mm x 249 mm,George IV leading a nanny goat with the Queens face. Another woman looking through a gateway behind them.,dmas_fa208917_d01_cc1024.jpg
FA208918,Fine Art,Print,,James Gillray,24 May 1792,Kenneth Baker,,,,,Whole: 269 mm x 368 mm,"Four separate vignettes depicting top left ""Avarice"", George III and Charlotte hoard money as misers. 
Bottom left ""Gambling"", the Duke of York gambles. Top right ""Drunkeness"", the Prince of Wales staggers drunkenly from a bawdy house. Bottom right ""Debauchery"", Duke of Clarence embraces his mistress, Mrs Jordan.",dmas_fa208918_d01_cc1024.jpg
FA208919,Fine Art,Print,,(Not) Isaac Cruikshank,7 March 1793,Kenneth Baker,,,,,Whole: 286 mm x 463 mm,George IV turning his back on Richard Brinsley Sheridan and Charles James Fox. Another figure pictured in doorway to Treasury.,dmas_fa208919_d01_cc1024.jpg
FA208924,Fine Art,Print,,Isaac Cruikshank,May 1795,Kenneth Baker,,,,,Whole: 338 mm x 551 mm,"George III assisted by William Pitt, the Younger load George's debts onto John Bull's head.",dmas_fa208924_d01_cc1024.jpg
FA208927,Fine Art,Print,,(Not) Isaac Cruikshank,31 May 1796,Kenneth Baker,,,,,Whole: 270 mm x 395 mm,"George IV in a tantrum kicking over a table, Queen holding a baby on her lap, Lord Jersey depicted with horns peeps round the door pointing to his wife Lady Jersey in the room behind.",dmas_fa208927_d01_cc1024.jpg
FA208928,Fine Art,Print,,James Gillray,30 June 1796,Kenneth Baker,,,,,Whole: 273 mm x 378 mm,George IV depicted as a mountain goat kissing a woman with the Prince of Wales feathers as her crown.,dmas_fa208928_d01_cc1024.jpg
FA208929,Fine Art,Print,,James Gillray,1796,Kenneth Baker,,,,,Whole: 296 mm x 477 mm,"Queen Caroline presnting the new born Princess Charlotte to George IV. Charles james Fox
 and Richard Brinsley Sheridan by the Queen's side.",dmas_fa208929_d01_cc1024.jpg
FA208930,Fine Art,Print,,Isaac Cruikshank,2 February 1797,Kenneth Baker,,,,,Whole: 254 mm x 377 mm,George IV in the arms of the Duchess of Manchester. Lady Jersey to the left coming out of a bedroom door.,dmas_fa208930_d01_cc1024.jpg
FA208932,Fine Art,Print,,Williams,22 November 1802,Kenneth Baker,,,,,Whole: 257 mm x 388 mm,Horse driven open topped carriage with two figures on top of carriage and a man and a woman seated inside. Signpost to Cuckfield and Lewes.,dmas_fa208932_d01_cc1024.jpg
FA208934,Fine Art,Print,,James Gillray,10 March 1802,Kenneth Baker,,,,,Whole: 257 mm x 206 mm,George IV from the rear with his hat under his left arm and his shirt tail hanging out.,dmas_fa208934_d01_cc1024.jpg
FA208935,Fine Art,Print,,Williams,6 April 1812,Kenneth Baker,,,,,Whole: 408 mm x 509 mm,Lady Hertford and John Bull facing each other. A Regency theatre in the background with Spencer Perceval as a puppet.,dmas_fa208935_d01_cc1024.jpg
FA208936,Fine Art,Print,,Williams,1 March 1803,Kenneth Baker,,,,,Whole: 387 mm x 482 mm,George IV leaning towards Mrs. Billington who is singing. Man behind Mrs. Billington is McMahon who is holding a large roll of papers.,dmas_fa208936_d01_cc1024.jpg
FA208937,Fine Art,Print,,J Sayers,11 July 1804,Kenneth Baker,,,,,Whole: 335 mm x 418 mm,"To the left is Thurlow, the Chancellor, depicted as Achitophel the biblical conspirator who turne against David. Charles James Fox and Richard Brinsley Sheridan instruct the Grenville faction. The spectacled character is the Duke of Buckingham.",dmas_fa208937_d01_cc1024.jpg
FA208938,Fine Art,Print,,James Gillray,25 February 1804,Kenneth Baker,,,,,Whole: 221 mm x 486 mm,George IV riding with his Private Secretary Colonel John McMahon in front of Carlton House. Another rider and street urchin also pictured.,dmas_fa208938_d01_cc1024.jpg
FA208939,Fine Art,Print,,James Gillray,28 July 1806,Kenneth Baker,,,,,Whole: 313 mm x 438 mm,George IV visiting Charles James Fox on his death bed. Maria Fitzherbert's hand is under his chin.,dmas_fa208939_d01_cc1024.jpg
FA208940,Fine Art,Print,,Williams,December 1806,Kenneth Baker,,,,,Whole: 265 mm x 389 mm,"George IV is being horsewhiped by Michael Angelo Taylor. His wife, Frances Ann Taylor is seen in the background.",dmas_fa208940_d01_cc1024.jpg
FA208944,Fine Art,Print,,,24 April 1809,Kenneth Baker,,,,,Whole: 280 mm x 397 mm,Colonel Wardle seated conjuring up bubbles from a chamber pot with Mrs Clarkes Reservoir written on the front. John Bull is standing behind Colonel Wardle with other figures.,dmas_fa208944_d01_cc1024.jpg
FA208946,Fine Art,Print,,Williams,March 1809,Kenneth Baker,,,,,Whole: 270 mm x 372 mm,The Duke of York on one end of a see saw with a woman on the other end.,dmas_fa208946_d01_cc1024.jpg
FA208948,Fine Art,Print,,T Moon,January 1811,Kenneth Baker,,,,,Whole: 406 mm x 470 mm,"George IV as a comet, The Earl of Moira, Richard Brinsley Sheridan, Erskine, the Duke of Norfolk, Lord Derby, three Grenville brothers and Lord Grey  pictured in the comet's tail.",dmas_fa208948_d01_cc1024.jpg
FA208949,Fine Art,Print,,George Cruikshank,1811,Kenneth Baker,,,,,Whole: 401 mm x 270 mm,"Top half shows George IV with Queen standing in front of throne. Figures to either side. Below two poems, one dated February 1811 and the other dated February 1812.",dmas_fa208949_d01_cc1024.jpg
FA208954,Fine Art,Print,,George Cruikshank,March 1812,Kenneth Baker,,,,,Whole: 260 mm x 365 mm,Maria Fitzherbert and Isabella Hertford remove shackles from George IV. Spencer Percival and Lord Grey in the background.,dmas_fa208954_d01_cc1024.jpg
FA209078,Fine Art,Print,,William Heath,15 March 1824,Kenneth Baker,,,,,Whole: 277 mm x 432 mm,This is a caricature from 1824 of George IV with bandaged gouty foot sits in front of mirror with images of himself in various costumes in the background.,dmas_fa209078_d01_cc1024.jpg
PM090032,Fine Art,Oil Painting,,Westcott Witchurch Lewis Lyttleton,19th Century,,,,English; British,Oil paint on canvas,support: 450 x 600 mm,"This painting shows two fishing boats in the foreground with a larger ship in the middle distance. The mainland is visible on the horizon to the right and left of the boats.
The painting is part of the Stanford bequest of Preston Manor and its contents to the Brighton Corporation in 1932.",dmas_pm090032_d01_cc1024.jpg
PM090034,Fine Art,Oil Painting,,British (English) School,c1850,,,,British; English,Oil paint on canvas,support: 770 x 640 cm,"This is a half length portrait of William Stanford the Younger. He is  wearing a white cravat and has his right hand tucked into his jacket.
The painting is part of the Stanford bequest of Preston Manor and its contents to the Brighton Corporation in 1932.",dmas_pm090034_d01_cc1024.jpg
PM090035,Fine Art,Oil Painting,,English School,c1850,,,,English; British,Oil paint on board,support: 200 x 254 cm,"This painting shows two Arabs in an eastern landscape, one mounted on a horse and one standing with a white building in the background.",dmas_pm090035_d01_cc1024.jpg
PM090036,Fine Art,Oil Painting,,English School,c1850,,,,English; British,Oil paint on canvas,support: 245 x 350 mm,This painting shows a garden path bordered by white flowers and shrubs that leads to a rustic garden arbour.,dmas_pm090036_d01_cc1024.jpg
PM090037,Fine Art,Oil Painting,,Robert Thorburn,1840,,,,Scottish,Oil paint on canvas,Support: 225 x 1713 cm,"This three quarter length portrait of Eleanor Morris, later Eleanor Montague Macdonald, and her sister Jessie was painted by Robert Thorburn in 1840 at Preston Manor. One sister is dressed in a full length white dress and the other wears a grey decollete dress with a large blue bow.
The painting is part of the Stanford bequest of Preston Manor and its contents to the Brighton Corporation in 1932.",dmas_pm090037_d01_cc1024.jpg
PM090038,Fine Art,Oil Painting,,English School,18th Century,,,,English; British,Oil paint on canvas,Support: 1240 x 990 mm,This painting is a three quarter length portrait of man with a grey wig dressed in a coat and waistcoat decorated with gold braid. His left hand rests upon a canon and in the background behind him a ship can be seen.,dmas_pm090038_d01_cc1024.jpg
PM090039,Fine Art,Oil Painting,,(attributed to) Thomas Hudson,18th Century,,,,English; British,Oil paint on canvas,Support: 1240 x 990 mm,This painting is a three quarter length portrait of a female figure who is  wearing a maroon decollette dress and holding a blue scarf.,dmas_pm090039_d01_cc1024.jpg
PM090040,Fine Art,Oil Painting,,English School,c1660,,,,English; British,Oil paint on canvas,support: 745 x 620 cm,This painting is a half length portrait of Sir Anthony Shirley wearing a suit of armour with a red sash. In 1654 Anthony Shirley succeeded the Preston Manor estate from his father Thomas Shirley. He was M.P. for Steyning in 1660 and was created a baronet by Charles II in 1666.,dmas_pm090040_d01_cc1024.jpg
PM090041,Fine Art,Oil Painting,,Joos de Momper the younger,c1600,,,,,Oil paint on canvas,support: 1360 x 1070 mm,"This painting shows a winter scene with people walking across a frozen river. To the right hand side stands a large windmill.
The painting is part of the Stanford bequest of Preston Manor and its contents to the Brighton Corporation in 1932.",dmas_pm090041_d01_cc1024.jpg
PM090042,Fine Art,Oil Painting,,English School,c1780,,,,English; British,Oil paint on canvas,support: 725 x 540 mm,This painting is a three quarter length portrait of a lady in a Tudor costume with her hands are clasped in front of her. This painting is after Holbein's portrait of Anne of Cleves in 1539.,dmas_pm090042_d01_cc1024.jpg
PM090044,Fine Art,Oil Painting,,English School,c1640,,,,English; British,Oil paint on timber panel,Support: 380 mm x 300 mm,This painting is a head and shoulders portrait of a woman wearing an elaborate jewelled pendant and satin decollette dress.,dmas_pm090044_d01_cc1024.jpg
PM090047,Fine Art,Oil Painting,,William Etty,1816-1818; Regency,,,,English; British,Oil paint on canvas,support: 755 x 620 cm,This painting is a half length portrait of Arabella Morris wearing a white off the shoulder dress and red shawl. The picture is set against a plain brown background.,dmas_pm090047_d01_cc1024.jpg
PM090051,Fine Art,Oil Painting,,English School,c1670,,,,English; British,Oil paint on canvas,support: 680 x 590 mm,This painting shows a bust portrait within a trompe l'oeil oval of a man wearing a full wig and a long cravat.,dmas_pm090051_d01_cc1024.jpg
PM090053,Fine Art,Oil Painting,,English School,c1660-1665,,,,English; British,Oil paint on canvas,support: 720 x 630 mm,This painting is a half length portrait of a woman wearing a brown dress decorated around the neckline with pearls. She also wears a pearl necklace and large earrings.,dmas_pm090053_d01_cc1024.jpg
PM090054,Fine Art,Oil Painting,,English School,Late 18th Century,,,,English; British,Oil paint on wood panel,support: 395 x 310 mm,"This painting is of Charles Prince of Wales, who later became Charles II, as a young boy wearing a yellow suit and collar. The picture is a late eighteenth century copy of a figure seen in Van Dyck's portrait of the 'Three Children of Prince Charles 1st' 1635 in the Royal Collection at Windsor Castle.
The painting is part of the Stanford bequest of Preston Manor and its contents to the Brighton Corporation in 1932.",dmas_pm090054_d01_cc1024.jpg
PM090056,Fine Art,Oil Painting,,English School,c1832,,,,English; British,Oil paint on canvas,support: 755 x 625 mm,"This painting is a half length portrait of a young boy with blonde hair who is standing holding a cap in his left hand. The boy in the picture was later to become Captain MacDonald, the second husband of Mrs William Stanford of Preston.",dmas_pm090056_d01_cc1024.jpg
PM090058,Fine Art,Oil Painting,,James Jebusa Shannon,1894,,,,English; British,Oil paint on canvas,Support: 1250 x 980 mm,"This painting is a portrait of Diana Macdonald, daughter of Captain Macdonald and Mrs Eleanor Macdonald, former wife of William Stanford. She is facing to the right and wearing an off-white decollette dress with voluminous sleeves.",dmas_pm090058_d01_cc1024.jpg
PM090062,Fine Art,Oil Painting,,English School,c.1802; Regency,,,,English; British,Oil paint on canvas,support: 755 x 610 mm,This is a half length portrait of Mary Tourle who was the second wife of William Stanford. She wears a lace ruff and a black plumed hat with a white feather. On a long chain round her neck she carries a magnifying glass.,dmas_pm090062_d01_cc1024.jpg
PM090063,Fine Art,Oil Painting,,Arthur John Elsley,1893,,,,English; British,Oil paint on canvas,Support: 495 x 395 mm,This painting is of a tan and white terrier wearing a collar sitting on a rug. The painting is signed  by Arthur John Elsley and dated 1893.,dmas_pm090063_d01_cc1024.jpg
PM090064,Fine Art,Oil Painting,,Maud Molyneux,Early 20th Century,,,,English; British,Oil paint on canvas,Support: 485 x 385 mm,"This half length portrait is of a black and grey terrier dog set against a buff coloured background. It was painted by Maud Molyneux, a dog portrait painter who lived in Hove in the 1920's and 1930's.",dmas_pm090064_d01_cc1024.jpg
PM090066,Fine Art,Oil Painting,,English School,1880,,,,English; British,Oil paint on canvas,Support: 450 x 390 mm,"This painting shows a Yorkshire terrier lying across a walking stick with a blue, rounded top.",dmas_pm090066_d01_cc1024.jpg
PM090077,Fine Art,Oil Painting,,James Bennett,1845,,,1935,English; British,Oil paint on canvas,Support: 190 x 265 mm,"This painting is a view across meadows and woods to Preston Manor and in the distance the downs. A country lane appears in the foreground. To the left two figures can be seen in a meadow and on the right a cottage is visible.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_pm090077_d01_cc1024.jpg
PM090078,Fine Art,Oil Painting,,English School,1660,,,,English; British,"Oil paint on canvas, lined",Support: 770 x 620 mm,"This painting is a half length portrait of Francis Boyle the 4th son of the first Earl of Cork, who became Viscount Shannon in 1660. He is wearing a large white collar and a suit of armour. 
The painting is part of the Stanford bequest of Preston Manor and its contents to the Brighton Corporation in 1932.",dmas_pm090078_d01_cc1024.jpg
PM090080,Fine Art,Oil Painting,,English School,c1800; Regency,,,,English; British,Oil paint on canvas,support: 370 x 445 mm,In this painting a figure on a grey pony carrying a basket hands a letter to a figure wearing a red hunting jacket who is leaning against a tree.,dmas_pm090080_d01_cc1024.jpg
PM090081,Fine Art,Oil Painting,,C Law Coppard,1875,,,1932,English; British,Oil paint on canvas,Support: 410 x 690 mm,"This painting is of a view across Preston Park to Preston Manor which is partially hidden by trees.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_pm090081_d01_cc1024.jpg
PM090082,Fine Art,Oil Painting,,James Bennett,1845,,,1932,English; British,Oil paint on canvas,support: 580 x 870 mm,"This painting shows a sweeping view of the Preston estate in the autumn with the downs in the distance. Two female figures can be seen on the slopes of a cornfield whilst heavy clouds roll in from the right of the picture.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_pm090082_d01_cc1024.jpg
PM090084,Fine Art,Oil Painting,,Arthur John Elsley,1885,,,,English; British,Oil paint on canvas,Support: 670 x 830 mm,This painting shows a female figure wearing black riding clothes sitting side saddle on a chestnut horse in a woodland area. Her head is turned away so it is not possible to see her face.,dmas_pm090084_d01_cc1024.jpg
PM090089,Fine Art,Oil Painting,,Thomas Blinks,1885,,,,English; British,Oil paint on canvas,Support: 243 x 347 mm,"This painting depicts a hunting scene with a huntsman in a red jacket riding a horse along a wooded path accompanied by hounds, other huntsmen follow behind.",dmas_pm090089_d01_cc1024.jpg,
PM190076,Fine Art,Watercolour Painting,,English School,1896,,,,English; British,Watercolour paint on paper,support dimensions: 0205/0270,"This watercolour depicts a room within the interior of Preston Manor. The Stucco Room has yellow walls, a green carpet and bookcases filled with many books.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_pm190076_d01_cc1024.jpg,
PM190077,Fine Art,Watercolour Painting,,English School,1896,,,,English; British,Watercolour paint on paper,support dimensions: 0185/0276,This watercolour painting features the front entrance of Preston Manor. The house is covered with ivy and an elm tree can be seen to the left.,dmas_pm190077_d01_cc1024.jpg,
PM190078,Fine Art,Watercolour Painting,,English School,1896,,,,English; British,Watercolour paint on paper,support dimensions: 0310/0241,"This watercolour depicts the hall within the interior of Preston Manor. A fireplace with a screen can be seen to the left.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_pm190078_d01_cc1024.jpg,
PM190079,Fine Art,Watercolour Painting,,English School,1880,,,,English; British,Watercolour paint on paper,support dimensions: 0198/0337,"Watercolour entitled Preston Manor, View of South Lawn with Church. The painting features the east end of the house and the tower of the church, along with tennis nets in the foreground.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_pm190079_d01_cc1024.jpg,
PM190080,Fine Art,Watercolour Painting,,English School,1896,,,,English; British,Watercolour paint on paper,support dimensions: 0195/0328,"This watercolour painting features a view of the south lawn of Preston Manor. The west side of the garden tower can also be seen. The tower was added to the house in c1880 and demolished in 1905. The Tudor rose on the west side of the tower is now on the lawn at the entrance front.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_pm190080_d01_cc1024.jpg,
PM190082,Fine Art,Watercolour Painting,,English School,1896,,,,English; British,Watercolour paint on paper,support dimensions: 0198/0338,"This watercolour painting depicts a room within the interior of Preston Manor. The dinning room table is set and a view of the south lawn is visible through the window.
Preston Manor is now open to the public, during the summer months, as part of the City of Brighton & Hove's Museums Service.",dmas_pm190082_d01_cc1024.jpg,


,,,,,,,,,,,,,,"Fine Art collections from the Royal Pavilion and Museums, Brighton & Hove"
,,,,,,,,,,,,,,Published illustrated data set
,,,,,,,,,,,,,,Data released under a Creative Commons CC0 licence
,,,,,,,,,,,,,,Release 1.0 19/07/2012
,,,,,,,,,,,,,,Image refs refer to files in: rpm_craft_img_rel1_0_180712.zip http://www.images.brighton-hove-rpml.org.uk/assetbank-pavilion/action/browseItems?categoryId=1304&categoryTypeId=1
